Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
1482,Javi Galán,es ESP,DF,Celta Vigo,es La Liga,26,1994,36.6,51,1.39,40,3,3,0,3,2,4,0.11,4,0,0,0,0,0,Matches,a4b00319
1483,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,20,2001,24.3,39,1.61,31,0,3,0,3,2,2,0.08,1,0,0,0,1,0,Matches,86574238
1484,Tanguy Coulibaly,fr FRA,DFFW,Stuttgart,de Bundesliga,20,2001,12,21,1.75,13,0,3,0,3,2,1,0.08,1,0,0,0,0,0,Matches,05ba9d7c
1485,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33,1988,13,17,1.31,11,1,0,0,3,2,1,0.08,1,0,0,0,0,0,Matches,f1cfc209
1486,Oier Zarraga,es ESP,MF,Athletic Club,es La Liga,22,1999,13,20,1.54,14,0,2,0,3,1,2,0.15,1,0,0,0,1,0,Matches,968a1c2f
1487,Landry Dimata,be BEL,FWMF,Espanyol,es La Liga,23,1997,6,16,2.66,11,0,1,0,3,1,0,0,0,0,0,0,0,0,Matches,b5f63410
1488,Julian Green,us USA,MF,Greuther Fürth,de Bundesliga,26,1995,11.7,21,1.79,10,6,1,0,3,1,0,0,0,0,0,0,0,0,Matches,ad1d6fa4
1489,Ken Sema,se SWE,MFFW,Watford,eng Premier League,27,1993,9.5,20,2.11,8,7,1,0,3,1,0,0,0,0,0,0,0,0,Matches,1770bd68
1490,Johan Vásquez,mx MEX,DF,Genoa,it Serie A,22,1998,25.3,15,0.59,7,3,1,0,3,1,0,0,0,0,0,0,0,0,Matches,5eaed77a
1491,Yasser Larouci,dz ALG,DF,Troyes,fr Ligue 1,20,2001,3.8,11,2.9,6,0,1,0,3,1,1,0.26,0,0,0,0,1,0,Matches,0ed063d6
1492,Brandon Williams,eng ENG,DF,Norwich City,eng Premier League,20,2000,23.6,31,1.32,27,0,0,0,3,1,2,0.08,1,0,0,0,0,1,Matches,5e74d6c8
1493,Mario Lemina,ga GAB,MF,Nice,fr Ligue 1,27,1993,21.9,27,1.24,23,0,0,0,3,1,3,0.14,2,0,0,0,1,0,Matches,2b471f99
1494,Ike Ugbo,ca CAN,FW,Troyes,fr Ligue 1,22,1998,9,13,1.44,9,0,0,0,3,1,2,0.22,0,0,0,0,1,1,Matches,8a53d24b
1495,Lucas Pérez,es ESP,FW,Elche,es La Liga,32,1988,14.1,25,1.78,15,4,3,0,3,0,3,0.21,0,1,1,0,1,0,Matches,a300ac7e
1496,Fabian Kunze,de GER,MF,Arminia,de Bundesliga,23,1998,14,15,1.07,10,0,2,0,3,0,0,0,0,0,0,0,0,0,Matches,d25fee56
1497,Herbert Bockhorn,de GER,DF,Bochum,de Bundesliga,26,1995,9.4,14,1.48,8,1,2,0,3,0,1,0.11,0,0,1,0,0,0,Matches,5ad8c360
1498,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,25,1996,18,26,1.45,20,2,1,0,3,0,2,0.11,1,0,1,0,0,0,Matches,355c883a
1499,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,22,1999,30.8,23,0.75,18,1,1,0,3,0,5,0.16,4,0,1,0,0,0,Matches,8f325097
1500,Facundo Pellistri,uy URU,MFFW,Alavés,es La Liga,19,2001,7.5,15,2.01,11,0,1,0,3,0,0,0,0,0,0,0,0,0,Matches,ac7e7b1c
1501,Iglesias,es ESP,DF,Getafe,es La Liga,23,1998,8,16,2,10,2,1,0,3,0,1,0.13,1,0,0,0,0,0,Matches,974322dc
1502,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,27,1994,33.3,95,2.86,48,44,0,0,3,0,5,0.15,3,1,0,0,1,0,Matches,86e119e0
1503,Lucas Hernández,fr FRA,DF,Bayern Munich,de Bundesliga,25,1996,22.6,25,1.11,22,0,0,0,3,0,4,0.18,4,0,0,0,0,0,Matches,c3ee18ef
1504,Levin Öztunalı,de GER,MF,Union Berlin,de Bundesliga,25,1996,6.4,14,2.2,11,0,0,0,3,0,0,0,0,0,0,0,0,0,Matches,66385c46
1505,Tomás Pina Isla,es ESP,MF,Alavés,es La Liga,33,1987,16,10,0.62,7,0,0,0,3,0,0,0,0,0,0,0,0,0,Matches,e54bd0a2
1506,Omar Richards,eng ENG,DF,Bayern Munich,de Bundesliga,23,1998,4.9,10,2.05,7,0,0,0,3,0,0,0,0,0,0,0,0,0,Matches,f9b1b7bf
1507,Dele Alli,eng ENG,MFFW,Tottenham,eng Premier League,25,1996,7.3,8,1.1,5,0,0,0,3,0,1,0.14,0,0,0,0,1,0,Matches,cea4ee8f
1508,Shane Long,ie IRL,FW,Southampton,eng Premier League,34,1987,3.4,5,1.46,2,0,0,0,3,0,0,0,0,0,0,0,0,0,Matches,9f472354
1509,Pablo Rosario,nl NED,MF,Nice,fr Ligue 1,24,1997,30.3,47,1.55,41,0,1,0,2,3,5,0.16,5,0,0,0,0,0,Matches,1a6b7ea4
1510,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,19,2001,32.6,33,1.01,27,0,1,0,2,3,4,0.12,1,0,1,0,1,1,Matches,7909ffa4
1511,Rubén Duarte,es ESP,DF,Alavés,es La Liga,25,1995,29.1,46,1.58,27,14,0,0,2,3,6,0.21,3,2,0,0,1,0,Matches,1fe0492d
1512,Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1999,28.5,19,0.67,14,0,0,0,2,3,0,0,0,0,0,0,0,0,Matches,a6b6fa6e
1513,Will Hughes,eng ENG,MF,Crystal Palace,eng Premier League,26,1995,11.7,20,1.71,12,3,0,0,2,3,3,0.26,1,1,0,0,1,0,Matches,a0666d3e
1514,Tom Lacoux,fr FRA,DFMF,Bordeaux,fr Ligue 1,19,2002,10.1,12,1.19,6,1,0,0,2,3,3,0.3,1,1,0,0,0,1,Matches,295ba708
1515,Rayan Aït Nouri,fr FRA,DF,Wolves,eng Premier League,20,2001,20.3,44,2.17,26,10,4,0,2,2,6,0.3,4,1,0,0,1,0,Matches,9b398aea
1516,Abdelhamid Sabiri,ma MAR,MFFW,Sampdoria,it Serie A,24,1996,9.9,26,2.62,17,1,4,0,2,2,5,0.5,2,0,1,0,1,1,Matches,4830e0af
1517,Eduardo Camavinga,fr FRA,MF,Real Madrid,es La Liga,18,2002,13.7,31,2.26,26,0,1,0,2,2,3,0.22,3,0,0,0,0,0,Matches,7b9c2d84
1518,John Guidetti,se SWE,FWMF,Alavés,es La Liga,29,1992,3.1,10,3.23,5,0,1,0,2,2,3,0.97,1,0,0,0,1,1,Matches,99bebd12
1519,Paul Lasne,fr FRA,MF,Brest,fr Ligue 1,32,1989,9.4,19,2.02,14,1,0,0,2,2,2,0.21,1,1,0,0,0,0,Matches,542cc80f
1520,Francisco Trincão,pt POR,FWMF,Wolves,eng Premier League,21,1999,14.8,39,2.63,24,3,9,0,2,1,2,0.13,2,0,0,0,0,0,Matches,77e39b04
1521,Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,20,2001,10.7,23,2.16,14,0,6,0,2,1,3,0.28,2,0,1,0,0,0,Matches,5b479568
1522,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,24,1996,24.7,35,1.42,29,0,3,0,2,1,2,0.08,2,0,0,0,0,0,Matches,9daeac61
1523,Daniel Parejo,es ESP,MF,Villarreal,es La Liga,32,1989,30,112,3.73,62,45,2,0,2,1,15,0.5,9,6,0,0,0,0,Matches,7460ca0d
1524,Manuel Lanzini,ar ARG,MFFW,West Ham,eng Premier League,28,1993,19.8,55,2.77,45,5,2,0,2,1,10,0.5,6,1,1,0,1,1,Matches,26f6dca8
1525,Aaron Hickey,sct SCO,DF,Bologna,it Serie A,19,2002,31.3,39,1.24,33,1,2,0,2,1,4,0.13,4,0,0,0,0,0,Matches,1780bb4a
1526,Elba Rashani,xk KVX,FWMF,Clermont Foot,fr Ligue 1,28,1993,19.5,31,1.59,26,0,2,0,2,1,4,0.2,4,0,0,0,0,0,Matches,25749008
1527,Filippo Melegoni,it ITA,FWMF,Genoa,it Serie A,22,1999,10.9,30,2.76,20,5,2,0,2,1,2,0.18,2,0,0,0,0,0,Matches,6604165d
1528,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,31,1989,19.1,29,1.52,19,5,2,0,2,1,4,0.21,3,1,0,0,0,0,Matches,f27680d9
1529,Evann Guessand,fr FRA,FW,Nice,fr Ligue 1,20,2001,4.9,11,2.26,6,0,2,0,2,1,3,0.62,2,0,0,0,1,0,Matches,b73f17f8
1530,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,24,1997,15.5,36,2.33,32,0,1,0,2,1,4,0.26,3,0,1,0,0,0,Matches,2cfae697
1531,Unai Vencedor Paris,es ESP,MF,Athletic Club,es La Liga,20,2000,26.5,36,1.36,31,1,1,0,2,1,2,0.08,1,0,0,0,1,0,Matches,4112ace5
1532,Adam Lallana,eng ENG,MF,Brighton,eng Premier League,33,1988,17.3,27,1.56,23,0,1,0,2,1,3,0.17,3,0,0,0,0,0,Matches,99813635
1533,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,28,1993,23.8,26,1.09,21,1,1,0,2,1,3,0.13,3,0,0,0,0,0,Matches,3dd738a1
1534,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,30,1990,21.1,35,1.66,31,1,0,0,2,1,3,0.14,3,0,0,0,0,0,Matches,b825a650
1535,Thomas Foket,be BEL,DFMF,Reims,fr Ligue 1,26,1994,24.8,32,1.29,28,1,0,0,2,1,1,0.04,0,0,0,0,1,0,Matches,90eb507d
1536,Samuele Ricci,it ITA,MF,Empoli,it Serie A,19,2001,17,20,1.18,15,2,0,0,2,1,2,0.12,2,0,0,0,0,0,Matches,9823be92
1537,Rémy Cabella,fr FRA,MFFW,Montpellier,fr Ligue 1,31,1990,3.5,16,4.6,13,0,0,0,2,1,2,0.58,1,0,0,0,0,1,Matches,148e136f
1538,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,24,1996,10.5,16,1.53,13,0,0,0,2,1,0,0,0,0,0,0,0,0,Matches,5a2cb25d
1539,Ansu Fati,es ESP,FW,Barcelona,es La Liga,18,2002,3.7,10,2.68,7,0,0,0,2,1,2,0.54,1,0,0,0,1,0,Matches,0ba976e4
1540,Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,18,2003,9.1,10,1.1,7,0,0,0,2,1,0,0,0,0,0,0,0,0,Matches,f4c69aa6
1541,Martin Erlic,hr CRO,DF,Spezia,it Serie A,23,1998,28.6,9,0.31,6,0,0,0,2,1,2,0.07,0,0,0,0,1,1,Matches,0fee6bda
1542,Louis Mafouta,cf CTA,FW,Metz,fr Ligue 1,27,1994,5.8,9,1.54,6,0,0,0,2,1,0,0,0,0,0,0,0,0,Matches,bec3d251
1543,Samuel Kalu,ng NGA,FW,Watford,eng Premier League,23,1997,2.5,6,2.43,3,0,0,0,2,1,0,0,0,0,0,0,0,0,Matches,b8d22478
1544,Bilal Brahimi,dz ALG,FWDF,Angers,fr Ligue 1,21,2000,3.8,14,3.73,8,0,4,0,2,0,3,0.8,1,0,1,0,1,0,Matches,02bcaf8e
1545,Johan Mojica,co COL,DF,Elche,es La Liga,28,1992,31.7,50,1.58,43,2,3,0,2,0,8,0.25,7,0,0,0,1,0,Matches,608f2092
1546,Marco Verratti,it ITA,MF,Paris S-G,fr Ligue 1,28,1992,21.5,60,2.79,54,2,2,0,2,0,4,0.19,4,0,0,0,0,0,Matches,1467af0d
1547,Vital N'Simba,cd COD,DF,Clermont Foot,fr Ligue 1,28,1993,31,59,1.9,49,6,2,0,2,0,5,0.16,4,0,0,0,1,0,Matches,249ac66d
1548,Luca Pellegrini,it ITA,DF,Juventus,it Serie A,22,1999,12.3,25,2.03,17,4,2,0,2,0,2,0.16,2,0,0,0,0,0,Matches,3b61c9ec
1549,Nikola Vlašić,hr CRO,FWMF,West Ham,eng Premier League,23,1997,6.2,18,2.89,14,0,2,0,2,0,0,0,0,0,0,0,0,0,Matches,aa8e289e
1550,Valentino Livramento,eng ENG,DF,Southampton,eng Premier League,18,2002,24.5,40,1.63,37,0,1,0,2,0,2,0.08,1,0,0,0,1,0,Matches,afed6722
1551,Malo Gusto,fr FRA,DF,Lyon,fr Ligue 1,18,2003,20.9,39,1.86,36,0,1,0,2,0,5,0.24,4,0,0,0,1,0,Matches,d56b9520
1552,Mitchel Bakker,nl NED,DF,Leverkusen,de Bundesliga,21,2000,20.2,31,1.53,28,0,1,0,2,0,5,0.25,5,0,0,0,0,0,Matches,a8567629
1553,Angel Gomes,eng ENG,MFFW,Lille,fr Ligue 1,20,2000,10.6,26,2.45,21,2,1,0,2,0,3,0.28,2,0,1,0,0,0,Matches,645a3363
1554,Harry Winks,eng ENG,MF,Tottenham,eng Premier League,25,1996,10.1,23,2.27,17,3,1,0,2,0,4,0.39,4,0,0,0,0,0,Matches,2f7acede
1555,Jens Jønsson,dk DEN,MF,Cádiz,es La Liga,28,1993,14.5,15,1.04,12,0,1,0,2,0,2,0.14,1,0,0,0,1,0,Matches,53520a67
1556,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,30,1991,13.1,14,1.07,11,0,1,0,2,0,0,0,0,0,0,0,0,0,Matches,d637fc22
1557,Adam Idah,ie IRL,FWMF,Norwich City,eng Premier League,20,2001,6.9,12,1.73,8,1,1,0,2,0,1,0.14,1,0,0,0,0,0,Matches,291e3ec3
1558,Moise Kean,it ITA,FW,Juventus,it Serie A,21,2000,12.2,10,0.82,7,0,1,0,2,0,2,0.16,1,0,0,0,1,0,Matches,3d50bcdb
1559,Ilias Akhomach,es ESP,FW,Barcelona,es La Liga,17,2004,1.4,7,5.08,4,0,1,0,2,0,0,0,0,0,0,0,0,0,Matches,b8bd60fe
1560,Mattia Zaccagni,it ITA,MFFW,Hellas Verona,it Serie A,26,1995,2,11,5.5,2,6,1,0,2,0,2,1,0,0,1,0,1,0,Matches,d85c238b
1561,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,26,1994,18.7,33,1.76,31,0,0,0,2,0,2,0.11,1,0,0,0,1,0,Matches,e1cbb531
1562,Maxime Busi,be BEL,DF,Reims,fr Ligue 1,21,1999,14.4,28,1.94,25,1,0,0,2,0,0,0,0,0,0,0,0,0,Matches,7b082ec2
1563,Dimitris Giannoulis,gr GRE,DF,Norwich City,eng Premier League,25,1995,13,17,1.31,14,1,0,0,2,0,2,0.15,2,0,0,0,0,0,Matches,112c495e
1564,Marc Albrighton,eng ENG,FWDF,Leicester City,eng Premier League,31,1989,12.6,19,1.51,14,3,0,0,2,0,2,0.16,2,0,0,0,0,0,Matches,b827d5b3
1565,Emil Bohinen,no NOR,MF,Salernitana,it Serie A,22,1999,7.8,17,2.19,8,7,0,0,2,0,1,0.13,0,1,0,0,0,0,Matches,c83c203f
1566,Lebo Mothiba,za RSA,FWMF,Troyes,fr Ligue 1,25,1996,5.8,9,1.55,7,0,0,0,2,0,1,0.17,0,0,0,0,1,0,Matches,3eaf8817
1567,Amine Bassi,fr FRA,MF,Metz,fr Ligue 1,23,1997,2,12,5.87,4,6,0,0,2,0,0,0,0,0,0,0,0,0,Matches,ced1d98f
1568,Ernesto Torregrossa,it ITA,FW,Sampdoria,it Serie A,29,1992,1.3,6,4.66,4,0,0,0,2,0,0,0,0,0,0,0,0,0,Matches,bf39bdec
1569,Vedat Muriqi,xk KVX,FW,Lazio,it Serie A,27,1994,2.4,5,2.09,3,0,0,0,2,0,1,0.42,0,0,0,0,1,0,Matches,0cadc46d
1570,Luuk de Jong,nl NED,FW,Barcelona,es La Liga,30,1990,7.3,5,0.69,3,0,0,0,2,0,0,0,0,0,0,0,0,0,Matches,abb3bb95
1571,Fernando Forestieri,it ITA,FWMF,Udinese,it Serie A,31,1990,0.6,4,6.21,1,1,0,0,2,0,1,1.55,0,1,0,0,0,0,Matches,d60c26fc
1572,Julen Lobete,es ESP,FWMF,Real Sociedad,es La Liga,20,2000,3.2,3,0.95,1,0,0,0,2,0,1,0.32,0,0,0,0,1,0,Matches,a952a529
1573,Yusuf Demir,at AUT,FW,Barcelona,es La Liga,18,2003,2.1,5,2.34,0,3,0,0,2,0,0,0,0,0,0,0,0,0,Matches,fa265f6d
1574,Dodi Lukebakio,be BEL,FW,Hertha BSC,de Bundesliga,23,1997,2,2,1.02,0,0,0,0,2,0,1,0.51,0,0,0,0,1,0,Matches,0c61c77c
1575,José Juan Macías,mx MEX,FWMF,Getafe,es La Liga,21,1999,2.2,2,0.9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Matches,1f1c8a15
1576,Boubacar Traoré,ml MLI,MF,Metz,fr Ligue 1,19,2001,19.2,36,1.88,27,0,4,0,1,4,2,0.1,1,0,1,0,0,0,Matches,999ceb5f
1577,Luan Peres Petroni,br BRA,DF,Marseille,fr Ligue 1,27,1994,29.8,34,1.14,27,2,0,0,1,4,4,0.13,2,1,0,0,0,1,Matches,a5549ec1
1578,Rogério,br BRA,DF,Sassuolo,it Serie A,23,1998,19.2,48,2.5,36,7,1,0,1,3,2,0.1,2,0,0,0,0,0,Matches,10e7f486
1579,Patrick Cutrone,it ITA,FW,Empoli,it Serie A,23,1998,15.6,24,1.54,19,0,1,0,1,3,3,0.19,2,0,0,0,1,0,Matches,a4fe8cda
1580,Thierry Correia,pt POR,DF,Valencia,es La Liga,22,1999,15.7,22,1.4,17,0,1,0,1,3,1,0.06,1,0,0,0,0,0,Matches,c78b352d
1581,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,25,1996,28.8,30,1.04,25,1,0,0,1,3,2,0.07,2,0,0,0,0,0,Matches,5e66fa06
1582,Lucas Leiva,br BRA,MF,Lazio,it Serie A,34,1987,18.9,21,1.11,16,1,0,0,1,3,4,0.21,3,0,0,0,0,1,Matches,4c78b5ed
1583,Fidel,es ESP,MFFW,Elche,es La Liga,31,1989,25.1,72,2.87,54,13,2,0,1,2,10,0.4,9,1,0,0,0,0,Matches,eb82b6f1
1584,Andrea Petagna,it ITA,FW,Napoli,it Serie A,26,1995,6.5,15,2.3,11,0,1,0,1,2,1,0.15,1,0,0,0,0,0,Matches,03f946ed
1585,Rafinha,br BRA,FWMF,Paris S-G,fr Ligue 1,28,1993,2.4,8,3.27,4,0,1,0,1,2,0,0,0,0,0,0,0,0,Matches,0c2ac3cb
1586,Alex Sandro,br BRA,DF,Juventus,it Serie A,30,1991,19.8,40,2.02,36,1,0,0,1,2,6,0.3,5,0,0,0,1,0,Matches,0d82903c
1587,José Luis Gayà,es ESP,DF,Valencia,es La Liga,26,1995,20.8,39,1.88,33,3,0,0,1,2,8,0.38,7,0,0,0,1,0,Matches,b05e2dbd
1588,Jaume Costa,es ESP,DF,Mallorca,es La Liga,33,1988,20.3,38,1.87,31,4,0,0,1,2,6,0.3,5,0,0,0,0,1,Matches,808d48f3
1589,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,32,1988,15.4,28,1.82,25,0,0,0,1,2,5,0.33,5,0,0,0,0,0,Matches,eb7822d7
1590,Lamine Gueye,sn SEN,MFFW,Metz,fr Ligue 1,23,1998,6.2,22,3.57,14,5,0,0,1,2,4,0.65,2,1,0,0,1,0,Matches,9d5dcc23
1591,Issouf Sissokho,ml MLI,MF,Bordeaux,fr Ligue 1,19,2002,4.8,15,3.1,12,0,0,0,1,2,0,0,0,0,0,0,0,0,Matches,792a9d41
1592,Deiver Machado,co COL,DF,Lens,fr Ligue 1,27,1993,5.8,15,2.58,12,0,0,0,1,2,1,0.17,1,0,0,0,0,0,Matches,b3f8bdef
1593,Renato Tapia,pe PER,MF,Celta Vigo,es La Liga,26,1995,15.7,16,1.02,11,2,0,0,1,2,0,0,0,0,0,0,0,0,Matches,34269bdf
1594,Óscar Rodríguez Arnaiz,es ESP,FWMF,Sevilla,es La Liga,23,1998,4.6,16,3.45,10,3,0,0,1,2,1,0.22,0,0,0,0,1,0,Matches,19709006
1595,Denis Cheryshev,ru RUS,MF,Valencia,es La Liga,30,1990,6.3,15,2.4,10,2,0,0,1,2,3,0.48,1,0,0,0,1,1,Matches,0ac94a23
1596,Jacopo Sala,it ITA,MF,Spezia,it Serie A,29,1991,9.8,13,1.33,10,0,0,0,1,2,0,0,0,0,0,0,0,0,Matches,da5a981b
1597,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,26,1995,13.3,9,0.68,6,0,0,0,1,2,1,0.08,1,0,0,0,0,0,Matches,16bb656a
1598,Raúl Torrente,es ESP,DF,Granada,es La Liga,19,2001,14.2,8,0.56,5,0,0,0,1,2,1,0.07,0,0,0,0,1,0,Matches,4d753a3f
1599,Rick Karsdorp,nl NED,DF,Roma,it Serie A,26,1995,32,79,2.47,72,2,3,0,1,1,5,0.16,5,0,0,0,0,0,Matches,9f84febe
1600,Yunus Musah,us USA,MFFW,Valencia,es La Liga,18,2002,14,24,1.72,18,1,3,0,1,1,2,0.14,2,0,0,0,0,0,Matches,b51b1b9c
1601,Ivan Ilić,rs SRB,MF,Hellas Verona,it Serie A,20,2001,28.1,50,1.78,39,7,2,0,1,1,11,0.39,8,1,1,0,0,1,Matches,bb376bed
1602,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,22,1999,25.7,32,1.25,28,0,2,0,1,1,4,0.16,4,0,0,0,0,0,Matches,75b86fb3
1603,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,22,1999,11.4,29,2.55,25,0,2,0,1,1,4,0.35,4,0,0,0,0,0,Matches,11ff3d56
1604,Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,eng Premier League,27,1993,8.7,21,2.41,17,0,2,0,1,1,1,0.11,1,0,0,0,0,0,Matches,38c7feef
1605,Roberto Soldado,es ESP,FW,Levante,es La Liga,36,1985,7.4,16,2.17,12,0,2,0,1,1,2,0.27,2,0,0,0,0,0,Matches,9d66fbe3
1606,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,21,2000,15.7,13,0.83,9,0,2,0,1,1,0,0,0,0,0,0,0,0,Matches,cea59f02
1607,Atakan Karazor,de GER,MF,Stuttgart,de Bundesliga,24,1996,21.1,34,1.61,31,0,1,0,1,1,2,0.09,2,0,0,0,0,0,Matches,5762be5c
1608,Érik Lamela,ar ARG,FW,Sevilla,es La Liga,29,1992,11.3,35,3.1,31,1,1,0,1,1,4,0.35,4,0,0,0,0,0,Matches,abe66106
1609,Florian Grillitsch,at AUT,DFMF,Hoffenheim,de Bundesliga,25,1995,16.6,33,1.99,30,0,1,0,1,1,4,0.24,4,0,0,0,0,0,Matches,ffbbc83b
1610,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,33,1987,16,29,1.81,25,1,1,0,1,1,3,0.19,3,0,0,0,0,0,Matches,cee31595
1611,Ashley Young,eng ENG,DFFW,Aston Villa,eng Premier League,36,1985,13.9,22,1.58,16,3,1,0,1,1,4,0.29,2,1,1,0,0,0,Matches,be927d03
1612,Pablo Galdames Millán,cl CHI,MF,Genoa,it Serie A,24,1996,11.4,26,2.28,16,7,1,0,1,1,0,0,0,0,0,0,0,0,Matches,dd403465
1613,Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,26,1994,16.8,18,1.07,14,1,1,0,1,1,1,0.06,1,0,0,0,0,0,Matches,3189f61a
1614,Philippe Coutinho,br BRA,MFFW,Barcelona,es La Liga,29,1992,5.6,16,2.86,11,2,1,0,1,1,4,0.72,3,0,0,0,1,0,Matches,0ef89a37
1615,Emre Can,de GER,DFMF,Dortmund,de Bundesliga,27,1994,18.8,12,0.64,9,0,1,0,1,1,1,0.05,1,0,0,0,0,0,Matches,a65ce836
1616,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,27,1993,6.2,12,1.93,9,0,1,0,1,1,3,0.48,2,0,1,0,0,0,Matches,93feac6e
1617,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,24,1996,21.6,9,0.42,6,0,1,0,1,1,1,0.05,1,0,0,0,0,0,Matches,d2110326
1618,Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,20,2001,4.8,9,1.87,6,0,1,0,1,1,0,0,0,0,0,0,0,0,Matches,2591b066
1619,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,21,1999,12.6,34,2.7,32,0,0,0,1,1,0,0,0,0,0,0,0,0,Matches,1b4f1169
1620,Alessandro Florenzi,it ITA,DFFW,Milan,it Serie A,30,1991,12.8,33,2.58,26,5,0,0,1,1,1,0.08,1,0,0,0,0,0,Matches,e288d4b3
1621,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,29,1991,16.5,36,2.18,25,9,0,0,1,1,2,0.12,1,1,0,0,0,0,Matches,839c14e1
1622,Thiago Mendes,br BRA,MFDF,Lyon,fr Ligue 1,29,1992,20.7,31,1.5,25,4,0,0,1,1,3,0.14,3,0,0,0,0,0,Matches,c6e5d20f
1623,Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,29,1991,28.5,26,0.91,24,0,0,0,1,1,4,0.14,4,0,0,0,0,0,Matches,1d8e9add
1624,Max Christiansen,de GER,MF,Greuther Fürth,de Bundesliga,24,1996,22.8,25,1.1,23,0,0,0,1,1,1,0.04,1,0,0,0,0,0,Matches,e7b899b8
1625,Axel Witsel,be BEL,MFDF,Dortmund,de Bundesliga,32,1989,21.6,22,1.02,19,1,0,0,1,1,1,0.05,1,0,0,0,0,0,Matches,5dfc6ad5
1626,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,30,1990,14.7,22,1.5,16,4,0,0,1,1,5,0.34,2,1,0,0,1,1,Matches,0e7ccfc4
1627,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,31,1990,11.3,19,1.68,16,1,0,0,1,1,3,0.27,3,0,0,0,0,0,Matches,b6e50615
1628,Jonny Castro,es ESP,DF,Wolves,eng Premier League,27,1994,11.4,18,1.58,16,0,0,0,1,1,0,0,0,0,0,0,0,0,Matches,e28868f3
1629,Louis Beyer,de GER,DF,M'Gladbach,de Bundesliga,21,2000,15.4,17,1.11,14,1,0,0,1,1,1,0.07,1,0,0,0,0,0,Matches,9af1f9ff
1630,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,23,1998,20.5,17,0.83,14,1,0,0,1,1,2,0.1,1,0,0,0,0,1,Matches,a3d94a58
1631,Arthur Melo,br BRA,MF,Juventus,it Serie A,24,1996,10.7,16,1.5,14,0,0,0,1,1,1,0.09,1,0,0,0,0,0,Matches,48b3dd60
1632,Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,22,1999,24.3,16,0.66,13,1,0,0,1,1,0,0,0,0,0,0,0,0,Matches,35d64857
1633,Juan Miranda,es ESP,DF,Betis,es La Liga,21,2000,8.7,15,1.72,13,0,0,0,1,1,3,0.34,3,0,0,0,0,0,Matches,ead61f73
1634,Dimitris Nikolaou,gr GRE,DF,Spezia,it Serie A,22,1998,36,15,0.42,12,1,0,0,1,1,1,0.03,1,0,0,0,0,0,Matches,cf961d8d
1635,Luiz Felipe,it ITA,DF,Lazio,it Serie A,24,1997,27.7,13,0.47,11,0,0,0,1,1,1,0.04,0,0,0,0,1,0,Matches,15d0c248
1636,Jack Cork,eng ENG,MF,Burnley,eng Premier League,32,1989,18.6,12,0.65,10,0,0,0,1,1,0,0,0,0,0,0,0,0,Matches,74e12f1e
1637,Cristian Molinaro,it ITA,DF,Venezia,it Serie A,38,1983,6.1,11,1.81,9,0,0,0,1,1,1,0.16,1,0,0,0,0,0,Matches,1c8c5aed
