Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
782,Achraf Hakimi,ma MAR,DF,Paris S-G,fr Ligue 1,22,1998,27.5,46,1.67,35,1,6,2,0,2,8,0.29,7,0,1,0,0,0,Matches,e42d61c7
783,David Pereira da Costa,pt POR,MFFW,Lens,fr Ligue 1,20,2001,16.3,70,4.3,59,2,5,2,0,2,9,0.55,8,0,1,0,0,0,Matches,59948ef7
784,Ben Godfrey,eng ENG,DF,Everton,eng Premier League,23,1998,22.5,31,1.38,24,2,1,2,0,2,2,0.09,1,0,0,1,0,0,Matches,9f7c837d
785,Bruno Guimarães,br BRA,MF,Newcastle Utd,eng Premier League,23,1997,11.5,24,2.09,19,0,1,2,0,2,3,0.26,1,0,0,1,0,1,Matches,82518f62
786,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,29,1991,9.4,21,2.22,16,0,1,2,0,2,0,0,0,0,0,0,0,0,Matches,9980269a
787,Valère Germain,fr FRA,FW,Montpellier,fr Ligue 1,31,1990,21.9,29,1.32,25,0,0,2,0,2,5,0.23,3,0,0,1,0,1,Matches,ea0ff634
788,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,21,1999,31.7,25,0.79,19,2,0,2,0,2,6,0.19,4,0,0,2,0,0,Matches,441197b8
789,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,21,2000,27.7,22,0.79,17,1,0,2,0,2,0,0,0,0,0,0,0,0,Matches,277c49ed
790,Fransérgio,br BRA,MF,Bordeaux,fr Ligue 1,30,1990,14,13,0.93,9,0,0,2,0,2,2,0.14,2,0,0,0,0,0,Matches,deba6b05
791,Amos Pieper,de GER,DF,Arminia,de Bundesliga,23,1998,26.4,13,0.49,9,0,0,2,0,2,0,0,0,0,0,0,0,0,Matches,526ea7cc
792,Osman Bukari,gh GHA,FWMF,Nantes,fr Ligue 1,22,1998,11.2,35,3.11,25,1,6,2,0,1,7,0.62,6,0,0,0,0,1,Matches,eab85789
793,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,29,1992,26.3,60,2.28,50,5,2,2,0,1,5,0.19,4,1,0,0,0,0,Matches,98d2c2c4
794,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,28,1993,28.2,53,1.88,48,0,2,2,0,1,7,0.25,5,0,1,1,0,0,Matches,02b29014
795,Jacob Bruun Larsen,dk DEN,FWMF,Hoffenheim,de Bundesliga,22,1998,9,25,2.77,20,0,2,2,0,1,0,0,0,0,0,0,0,0,Matches,4e204552
796,Ezequiel Ponce,ar ARG,FW,Elche,es La Liga,24,1997,7.4,17,2.29,12,0,2,2,0,1,1,0.13,0,0,1,0,0,0,Matches,ccbbe661
797,Francisco Garcia,es ESP,DF,Rayo Vallecano,es La Liga,21,1999,33.6,52,1.55,40,8,1,2,0,1,1,0.03,1,0,0,0,0,0,Matches,7226539b
798,Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,25,1996,13.7,20,1.46,16,0,1,2,0,1,1,0.07,0,0,0,1,0,0,Matches,e50623a0
799,Salomón Rondón,ve VEN,FW,Everton,eng Premier League,31,1989,8.8,17,1.94,13,0,1,2,0,1,1,0.11,1,0,0,0,0,0,Matches,b318a643
800,Benno Schmitz,de GER,DF,Köln,de Bundesliga,26,1994,26.9,65,2.42,56,6,0,2,0,1,10,0.37,8,1,0,1,0,0,Matches,ad00b1a8
801,Baptiste Santamaria,fr FRA,MFDF,Rennes,fr Ligue 1,26,1995,28,44,1.57,41,0,0,2,0,1,7,0.25,6,0,0,1,0,0,Matches,5e22e2a4
802,Habib Maïga,ci CIV,MFFW,Metz,fr Ligue 1,25,1996,14.1,23,1.63,20,0,0,2,0,1,1,0.07,1,0,0,0,0,0,Matches,e768de1f
803,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,28,1992,34.5,23,0.67,20,0,0,2,0,1,2,0.06,2,0,0,0,0,0,Matches,15ea812b
804,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,21,2000,35.8,21,0.59,18,0,0,2,0,1,2,0.06,1,0,0,1,0,0,Matches,d0706b27
805,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,25,1996,32,20,0.63,17,0,0,2,0,1,2,0.06,1,0,0,1,0,0,Matches,bd142efb
806,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,25,1996,21.5,18,0.84,15,0,0,2,0,1,1,0.05,1,0,0,0,0,0,Matches,bfd381b3
807,Alexander Hack,de GER,DF,Mainz 05,de Bundesliga,27,1993,23,17,0.74,14,0,0,2,0,1,4,0.17,3,0,0,1,0,0,Matches,a5ec3ede
808,Igor,br BRA,DF,Fiorentina,it Serie A,23,1998,24.9,17,0.68,14,0,0,2,0,1,1,0.04,1,0,0,0,0,0,Matches,a4e85758
809,Domenico Criscito,it ITA,DF,Genoa,it Serie A,34,1986,18,19,1.06,13,3,0,2,0,1,2,0.11,1,0,0,0,0,1,Matches,35dd6d80
810,Norbert Gyömbér,sk SVK,DF,Salernitana,it Serie A,29,1992,28.5,15,0.53,12,0,0,2,0,1,0,0,0,0,0,0,0,0,Matches,0be276c6
811,Diego Carlos,br BRA,DF,Sevilla,es La Liga,28,1993,32.9,15,0.46,12,0,0,2,0,1,2,0.06,2,0,0,0,0,0,Matches,b4a014b1
812,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,32,1989,12,15,1.25,12,0,0,2,0,1,2,0.17,2,0,0,0,0,0,Matches,d5dd5f1f
813,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,26,1995,27.9,14,0.5,10,1,0,2,0,1,1,0.04,0,0,0,1,0,0,Matches,e0f3a1f6
814,Daniele Baselli,it ITA,MF,Cagliari,it Serie A,29,1992,3.2,14,4.34,8,3,0,2,0,1,2,0.62,1,1,0,0,0,0,Matches,ea06dd97
815,Tanguy Nianzou,fr FRA,DF,Bayern Munich,de Bundesliga,19,2002,6.5,9,1.39,6,0,0,2,0,1,2,0.31,2,0,0,0,0,0,Matches,5853ac44
816,Francesco Forte,it ITA,FW,Venezia,it Serie A,28,1993,4.7,8,1.71,5,0,0,2,0,1,1,0.21,1,0,0,0,0,0,Matches,69e11a01
817,Pierre-Yves Hamel,fr FRA,FW,Clermont Foot,fr Ligue 1,27,1994,5.8,6,1.03,3,0,0,2,0,1,0,0,0,0,0,0,0,0,Matches,a99da9ec
818,Matt Miazga,us USA,DF,Alavés,es La Liga,26,1995,9.3,4,0.43,1,0,0,2,0,1,0,0,0,0,0,0,0,0,Matches,9fc0f253
819,Riccardo Gagliolo,se SWE,DF,Salernitana,it Serie A,31,1990,12.6,4,0.32,0,1,0,2,0,1,1,0.08,0,0,0,1,0,0,Matches,173061c0
820,Renato Sanches,pt POR,MF,Lille,fr Ligue 1,23,1997,18.3,80,4.36,60,14,4,2,0,0,9,0.49,6,3,0,0,0,0,Matches,032f894e
821,Samuel Kalu,ng NGA,FWMF,Bordeaux,fr Ligue 1,23,1997,3.6,10,2.74,2,2,4,2,0,0,2,0.55,0,1,0,1,0,0,Matches,b8d22478
822,Calvin Stengs,nl NED,MF,Nice,fr Ligue 1,22,1998,11.9,40,3.36,27,8,3,2,0,0,2,0.17,2,0,0,0,0,0,Matches,8f7e6783
823,Borja Mayoral,es ESP,FW,Getafe,es La Liga,24,1997,11.6,27,2.33,23,0,2,2,0,0,6,0.52,4,0,1,1,0,0,Matches,64e8ed6d
824,Nicolas Pépé,ci CIV,FWMF,Arsenal,eng Premier League,26,1995,7.7,28,3.62,15,9,2,2,0,0,4,0.52,2,0,0,2,0,0,Matches,57e3f0c7
825,Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,25,1996,13.4,12,0.89,8,0,2,2,0,0,1,0.07,0,0,0,1,0,0,Matches,fb77bfef
826,Amadou Onana,be BEL,MF,Lille,fr Ligue 1,19,2001,15.1,31,2.05,28,0,1,2,0,0,1,0.07,0,0,0,1,0,0,Matches,828657ff
827,Danylo Ihnatenko,ua UKR,MF,Bordeaux,fr Ligue 1,24,1997,7.7,24,3.12,18,3,1,2,0,0,4,0.52,2,1,0,1,0,0,Matches,65bbfba3
828,M'Bala Nzola,ao ANG,FW,Spezia,it Serie A,24,1996,11.9,20,1.69,16,1,1,2,0,0,2,0.17,2,0,0,0,0,0,Matches,a4948e67
829,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,34,1987,15.9,15,0.94,12,0,1,2,0,0,1,0.06,0,0,0,1,0,0,Matches,4e358a2d
830,Josuha Guilavogui,fr FRA,MFDF,Wolfsburg,de Bundesliga,30,1990,10.5,13,1.24,10,0,1,2,0,0,1,0.1,0,0,0,1,0,0,Matches,e6c43eec
831,Luka Jović,rs SRB,FW,Real Madrid,es La Liga,23,1997,4.1,12,2.93,8,1,1,2,0,0,3,0.73,3,0,0,0,0,0,Matches,4d8cd038
832,Eric Maxim Choupo-Moting,cm CMR,FWMF,Bayern Munich,de Bundesliga,32,1989,4.2,10,2.39,7,0,1,2,0,0,2,0.48,1,0,0,1,0,0,Matches,0e6bc38c
833,Toma Bašić,hr CRO,MF,Lazio,it Serie A,24,1996,10.9,9,0.82,5,1,1,2,0,0,3,0.27,1,1,0,1,0,0,Matches,80556f08
834,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,24,1997,15.1,35,2.31,33,0,0,2,0,0,7,0.46,6,0,0,1,0,0,Matches,3b8674e6
835,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,29,1991,28.5,35,1.23,31,2,0,2,0,0,4,0.14,3,0,0,1,0,0,Matches,ab096c6f
836,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,31,1989,30.3,49,1.62,27,20,0,2,0,0,5,0.17,2,3,0,0,0,0,Matches,4f974391
837,Joško Gvardiol,hr CRO,DF,RB Leipzig,de Bundesliga,19,2002,26.8,26,0.97,22,2,0,2,0,0,5,0.19,5,0,0,0,0,0,Matches,5ad50391
838,José Fonte,pt POR,DF,Lille,fr Ligue 1,37,1983,38,24,0.63,22,0,0,2,0,0,4,0.11,3,0,0,1,0,0,Matches,90f87966
839,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,23,1998,17.5,25,1.43,20,3,0,2,0,0,3,0.17,3,0,0,0,0,0,Matches,d38fdf53
840,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,30,1990,16,22,1.38,20,0,0,2,0,0,3,0.19,3,0,0,0,0,0,Matches,c56dc39e
841,Roberto Torres,es ESP,MFFW,Osasuna,es La Liga,32,1989,9,32,3.56,20,10,0,2,0,0,3,0.33,2,1,0,0,0,0,Matches,d733aa38
842,William Saliba,fr FRA,DF,Marseille,fr Ligue 1,20,2001,36,21,0.58,19,0,0,2,0,0,3,0.08,2,0,0,1,0,0,Matches,972aeb2a
843,Jérôme Boateng,de GER,DF,Lyon,fr Ligue 1,32,1988,18,19,1.05,16,1,0,2,0,0,2,0.11,2,0,0,0,0,0,Matches,2db2fd7b
844,Piero Hincapié,ec ECU,DF,Leverkusen,de Bundesliga,19,2002,19.5,17,0.87,15,0,0,2,0,0,4,0.21,3,0,0,1,0,0,Matches,0c7a48f8
845,David García,es ESP,DF,Osasuna,es La Liga,27,1994,34.5,19,0.55,15,2,0,2,0,0,0,0,0,0,0,0,0,0,Matches,3e42f707
846,Jimmy Briand,fr FRA,FWMF,Bordeaux,fr Ligue 1,35,1985,2.5,17,6.77,14,1,0,2,0,0,2,0.8,1,0,0,1,0,0,Matches,f83c8d6c
847,Stefano Sensi,it ITA,MF,Sampdoria,it Serie A,25,1995,8.4,16,1.91,14,0,0,2,0,0,2,0.24,1,0,0,1,0,0,Matches,b70bde8f
848,Pubill,es ESP,DF,Levante,es La Liga,18,2003,5.7,16,2.81,12,2,0,2,0,0,3,0.53,1,1,0,1,0,0,Matches,365113c0
849,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,24,1996,3.1,13,4.24,11,0,0,2,0,0,2,0.65,1,0,0,1,0,0,Matches,c0617e2b
850,Ivan Radovanović,rs SRB,DFMF,Salernitana,it Serie A,32,1988,11.7,14,1.2,11,1,0,2,0,0,1,0.09,0,0,0,1,0,0,Matches,023937a9
851,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,23,1998,30.2,12,0.4,10,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches,ad82197c
852,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,23,1997,32.5,12,0.37,10,0,0,2,0,0,1,0.03,1,0,0,0,0,0,Matches,bee704fc
853,Germán Sánchez,es ESP,DF,Granada,es La Liga,34,1986,25.5,12,0.47,9,1,0,2,0,0,1,0.04,1,0,0,0,0,0,Matches,ea9b2ef9
854,Munir El Haddadi,ma MAR,FWMF,Sevilla,es La Liga,25,1995,5.3,11,2.09,9,0,0,2,0,0,1,0.19,1,0,0,0,0,0,Matches,8696bc90
855,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,25,1995,13,9,0.69,7,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches,b77f44a4
856,Samir Santos,br BRA,DF,Udinese,it Serie A,26,1994,15.8,10,0.63,7,1,0,2,0,0,2,0.13,1,0,0,1,0,0,Matches,92b4758e
857,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,21,2000,14.5,9,0.62,7,0,0,2,0,0,4,0.28,3,0,0,1,0,0,Matches,0a3d6d2b
858,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,31,1989,16.1,9,0.56,7,0,0,2,0,0,1,0.06,0,0,0,1,0,0,Matches,7d50454d
859,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,35,1985,27.4,9,0.33,7,0,0,2,0,0,2,0.07,1,0,0,1,0,0,Matches,4bd414c1
860,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,30,1991,27.1,9,0.33,7,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches,f6ac68c1
861,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,29,1992,16,8,0.5,6,0,0,2,0,0,2,0.13,1,0,0,1,0,0,Matches,7314bba4
862,Chris Smalling,eng ENG,DF,Roma,it Serie A,31,1989,23.2,8,0.34,5,1,0,2,0,0,1,0.04,1,0,0,0,0,0,Matches,b6964eb6
863,Bram Nuytinck,nl NED,DF,Udinese,it Serie A,31,1990,22.6,7,0.31,5,0,0,2,0,0,2,0.09,1,0,0,1,0,0,Matches,e33f36d5
864,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,21,2000,5.6,7,1.25,5,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches,d2c580ce
865,Stefan de Vrij,nl NED,DF,Inter,it Serie A,29,1992,26.8,6,0.22,4,0,0,2,0,0,1,0.04,1,0,0,0,0,0,Matches,d0d8dd44
866,Suk Hyun-jun,kr KOR,FWMF,Troyes,fr Ligue 1,30,1991,1.7,6,3.53,4,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches,7ffaf233
867,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,24,1996,37,6,0.16,3,1,0,2,0,0,2,0.05,2,0,0,0,0,0,Matches,9a64e67e
868,Sergio Ramos,es ESP,DF,Paris S-G,fr Ligue 1,35,1986,8.9,5,0.56,3,0,0,2,0,0,1,0.11,0,0,0,1,0,0,Matches,08511d65
869,Matheus Cunha,br BRA,FW,Hertha BSC,de Bundesliga,22,1999,0.7,3,4.22,1,0,0,2,0,0,1,1.41,0,0,0,1,0,0,Matches,dc62b55d
870,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,32,1989,5.8,3,0.52,1,0,0,2,0,0,1,0.17,0,0,0,1,0,0,Matches,f25b010f
871,Luis Abram,pe PER,DF,Granada,es La Liga,25,1996,6.2,3,0.48,1,0,0,2,0,0,1,0.16,0,0,0,1,0,0,Matches,1f462f95
872,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,21,2000,10.9,3,0.27,1,0,0,2,0,0,1,0.09,0,0,0,1,0,0,Matches,114bbdee
873,Laurent Abergel,fr FRA,MF,Lorient,fr Ligue 1,28,1993,32.8,66,2.01,49,2,1,1,7,6,5,0.15,4,0,0,0,1,0,Matches,31626657
874,Mahdi Camara,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,23,1998,34.1,70,2.05,48,6,6,1,7,2,5,0.15,3,0,0,0,2,0,Matches,8577e60a
875,Éderson,br BRA,MF,Salernitana,it Serie A,22,1999,12.7,28,2.2,18,0,0,1,7,2,2,0.16,1,0,0,0,1,0,Matches,a9202def
876,Miguel,es ESP,FWMF,Alavés,es La Liga,21,1999,9.2,20,2.17,9,0,2,1,7,1,3,0.33,1,0,0,0,1,1,Matches,6763373d
877,Ibrahima Sissoko,fr FRA,MFDF,Strasbourg,fr Ligue 1,23,1997,25.6,56,2.19,43,0,5,1,7,0,8,0.31,7,0,0,0,1,0,Matches,0f8418aa
878,Timothy Weah,us USA,MFFW,Lille,fr Ligue 1,21,2000,18,52,2.9,38,1,5,1,7,0,7,0.39,4,0,2,0,1,0,Matches,8eec784d
879,Christian Günter,de GER,DF,Freiburg,de Bundesliga,28,1993,34,103,3.03,53,41,1,1,7,0,13,0.38,6,4,0,1,2,0,Matches,8593f88c
880,Antonio Puertas,es ESP,MFFW,Granada,es La Liga,29,1992,25.1,53,2.11,37,2,5,1,6,2,6,0.24,4,0,1,0,0,1,Matches,c77a8043
881,Hugo Duro,es ESP,FWMF,Valencia,es La Liga,21,1999,20.4,32,1.57,21,0,3,1,6,1,7,0.34,2,0,1,1,2,1,Matches,37e103f8
882,Sheraldo Becker,sr SUR,FWMF,Union Berlin,de Bundesliga,26,1995,19.5,74,3.79,63,1,2,1,6,1,10,0.51,8,0,2,0,0,0,Matches,8eb55dbb
883,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,34,1987,17.2,32,1.86,20,0,5,1,6,0,5,0.29,1,0,2,0,2,0,Matches,2ff964a0
884,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,22,1999,30.1,67,2.22,47,1,10,1,5,3,10,0.33,5,0,3,0,1,1,Matches,065dc209
885,Juanmi,es ESP,FW,Betis,es La Liga,28,1993,23.7,46,1.94,31,0,6,1,5,3,6,0.25,4,0,1,0,1,0,Matches,84399660
886,Joe Willock,eng ENG,MF,Newcastle Utd,eng Premier League,21,1999,22.6,46,2.03,29,0,9,1,5,2,4,0.18,1,0,1,0,2,0,Matches,a3b03921
887,David Silva,es ESP,MF,Real Sociedad,es La Liga,35,1986,19.1,91,4.76,69,9,5,1,5,2,11,0.58,7,1,0,0,3,0,Matches,e2716bd0
888,Marcus Thuram,fr FRA,FWMF,M'Gladbach,de Bundesliga,23,1997,10.9,33,3.03,19,0,7,1,5,1,3,0.28,1,0,0,1,1,0,Matches,6f8cd6d0
889,Papu Gómez,ar ARG,MFFW,Sevilla,es La Liga,33,1988,19.8,55,2.77,35,8,5,1,5,1,7,0.35,4,0,1,1,1,0,Matches,6e4df551
890,Alberth Elis,hn HON,FWMF,Bordeaux,fr Ligue 1,25,1996,15.7,35,2.24,27,0,1,1,5,1,2,0.13,2,0,0,0,0,0,Matches,104b4ad3
891,Yeremi Pino,es ESP,MFFW,Villarreal,es La Liga,18,2002,18.6,46,2.47,33,0,7,1,5,0,10,0.54,5,0,4,1,0,0,Matches,540ec57b
892,Paul Pogba,fr FRA,MFFW,Manchester Utd,eng Premier League,28,1993,15,51,3.4,40,1,4,1,5,0,11,0.73,10,1,0,0,0,0,Matches,867239d3
893,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,26,1995,15.5,38,2.46,21,8,3,1,5,0,0,0,0,0,0,0,0,0,Matches,493924a7
894,Rodrigo,es ESP,FW,Betis,es La Liga,21,2000,9.8,33,3.37,26,0,1,1,5,0,5,0.51,3,0,0,0,2,0,Matches,85bed4ee
895,Fred,br BRA,MF,Manchester Utd,eng Premier League,28,1993,22.5,57,2.53,47,0,1,1,4,4,8,0.36,6,0,0,0,1,1,Matches,b853e0ad
896,Salih Özcan,tr TUR,MF,Köln,de Bundesliga,23,1998,25.7,51,1.99,41,1,1,1,4,3,4,0.16,3,0,0,1,0,0,Matches,15413fa5
897,Stefano Sturaro,it ITA,MF,Genoa,it Serie A,28,1993,19.6,21,1.07,13,0,0,1,4,3,0,0,0,0,0,0,0,0,Matches,2334478a
898,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,21,1999,21,47,2.24,37,0,3,1,4,2,5,0.24,4,0,0,0,0,1,Matches,437f2b00
899,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,23,1997,16.9,50,2.95,34,6,3,1,4,2,2,0.12,2,0,0,0,0,0,Matches,db092d3b
900,Gelson Martins,pt POR,FWMF,Monaco,fr Ligue 1,26,1995,21.2,41,1.94,32,0,3,1,4,1,5,0.24,5,0,0,0,0,0,Matches,3ef0fa48
901,Kelvin Yeboah,it ITA,FW,Genoa,it Serie A,21,2000,9.4,29,3.07,20,0,3,1,4,1,3,0.32,2,0,0,0,1,0,Matches,ea0893d6
902,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,24,1997,14.3,30,2.1,21,1,2,1,4,1,4,0.28,3,0,0,0,1,0,Matches,59e6e5bf
903,Irvin Cardona,fr FRA,FWMF,Brest,fr Ligue 1,23,1997,14.8,29,1.96,20,2,1,1,4,1,5,0.34,2,0,1,0,1,1,Matches,5e080f73
904,Jonas Wind,dk DEN,FWMF,Wolfsburg,de Bundesliga,22,1999,13.1,34,2.59,28,0,0,1,4,1,3,0.23,3,0,0,0,0,0,Matches,2077ae86
905,Joe Gelhardt,eng ENG,FWMF,Leeds United,eng Premier League,19,2002,8.3,22,2.65,14,0,3,1,4,0,6,0.72,2,0,2,0,2,0,Matches,01962d0d
906,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,28,1993,26,23,0.88,15,2,1,1,4,0,4,0.15,1,1,0,0,2,0,Matches,45e17712
907,Ansgar Knauff,de GER,DF,Eint Frankfurt,de Bundesliga,19,2002,8.4,22,2.61,15,1,1,1,4,0,3,0.36,2,0,0,0,1,0,Matches,19a967ab
908,Goran Pandev,mk MKD,FWMF,Genoa,it Serie A,38,1983,9.4,20,2.14,14,0,1,1,4,0,2,0.21,2,0,0,0,0,0,Matches,d711d04f
909,Yoane Wissa,cd COD,FWMF,Brentford,eng Premier League,24,1996,14.3,19,1.33,13,0,1,1,4,0,4,0.28,2,0,0,1,1,0,Matches,2500cef9
910,Frank Onyeka,ng NGA,MF,Brentford,eng Premier League,23,1998,11.6,17,1.46,11,0,1,1,4,0,1,0.09,0,0,0,0,1,0,Matches,2944f86f
911,Youssef Maleh,it ITA,MF,Fiorentina,it Serie A,22,1998,11.3,26,2.3,21,0,0,1,4,0,3,0.26,3,0,0,0,0,0,Matches,4c8845f7
912,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,31,1989,18,35,1.95,20,10,0,1,4,0,3,0.17,2,1,0,0,0,0,Matches,6cdd8245
913,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,25,1995,16,34,2.12,15,14,0,1,4,0,1,0.06,0,1,0,0,0,0,Matches,e514ab62
914,Milan Badelj,hr CRO,MF,Genoa,it Serie A,32,1989,31.6,63,1.99,55,0,0,1,3,4,2,0.06,1,0,0,0,1,0,Matches,e8c930bb
915,Elif Elmas,mk MKD,FWMF,Napoli,it Serie A,21,1999,18,50,2.78,37,2,4,1,3,3,9,0.5,6,1,0,0,1,1,Matches,cf007308
916,Silvan Widmer,ch SUI,DF,Mainz 05,de Bundesliga,28,1993,32.4,49,1.51,39,2,1,1,3,3,9,0.28,8,0,0,0,0,1,Matches,f68b64fc
917,Rafinha,br BRA,MFFW,Real Sociedad,es La Liga,28,1993,11.7,30,2.57,22,1,0,1,3,3,1,0.09,0,0,0,0,1,0,Matches,0c2ac3cb
918,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,27,1994,28.2,95,3.37,64,22,3,1,3,2,16,0.57,13,2,1,0,0,0,Matches,2e4f5f03
919,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,29,1992,35,77,2.2,57,12,2,1,3,2,5,0.14,5,0,0,0,0,0,Matches,cee88597
920,Mads Pedersen,dk DEN,MFDF,Augsburg,de Bundesliga,24,1996,15.5,31,2.01,18,5,2,1,3,2,1,0.06,1,0,0,0,0,0,Matches,582a5247
921,Maximilian Mittelstädt,de GER,DFFW,Hertha BSC,de Bundesliga,24,1997,16.6,38,2.29,25,6,1,1,3,2,8,0.48,5,0,0,1,2,0,Matches,88d4144a
922,Raoul Bellanova,it ITA,DF,Cagliari,it Serie A,21,2000,27.7,53,1.91,46,1,0,1,3,2,6,0.22,6,0,0,0,0,0,Matches,e3756e72
923,Alberto Perea,es ESP,MF,Cádiz,es La Liga,30,1990,8.6,27,3.13,17,4,0,1,3,2,2,0.23,1,1,0,0,0,0,Matches,5496cc91
924,Abdón Prats,es ESP,FW,Mallorca,es La Liga,28,1992,7.1,18,2.53,12,0,0,1,3,2,1,0.14,0,0,0,1,0,0,Matches,d1b060e2
925,Wout Weghorst,nl NED,FW,Burnley,eng Premier League,28,1992,16.1,28,1.74,20,0,3,1,3,1,5,0.31,4,0,1,0,0,0,Matches,c4e87b8b
926,Franck Ribéry,fr FRA,MFFW,Salernitana,it Serie A,38,1983,15.8,57,3.61,43,7,2,1,3,1,4,0.25,2,1,0,0,1,0,Matches,f61c7c4e
927,Mihailo Ristić,rs SRB,DF,Montpellier,fr Ligue 1,25,1995,20,39,1.95,32,0,2,1,3,1,5,0.25,5,0,0,0,0,0,Matches,ea0aa7e0
928,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,25,1995,12.9,46,3.57,30,9,2,1,3,1,2,0.16,1,1,0,0,0,0,Matches,88050721
929,Romain Hamouma,fr FRA,FW,Saint-Étienne,fr Ligue 1,34,1987,9.8,33,3.35,22,4,2,1,3,1,3,0.3,1,1,0,0,1,0,Matches,0b4d8274
930,Nico Ribaudo,es ESP,MFFW,Espanyol,es La Liga,20,2001,12.4,31,2.5,22,2,2,1,3,1,0,0,0,0,0,0,0,0,Matches,ce8039aa
931,Yangel Herrera,ve VEN,MF,Espanyol,es La Liga,23,1998,18.3,24,1.31,17,0,2,1,3,1,4,0.22,2,0,0,0,1,1,Matches,e778654a
932,Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,25,1996,17.6,24,1.36,16,1,2,1,3,1,2,0.11,2,0,0,0,0,0,Matches,3c6bbbab
933,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,28,1993,20.5,24,1.17,16,1,2,1,3,1,1,0.05,1,0,0,0,0,0,Matches,f2a68b97
934,Brandon Soppy,fr FRA,DFMF,Udinese,it Serie A,19,2002,8.6,13,1.51,6,0,2,1,3,1,2,0.23,0,0,0,1,1,0,Matches,28f66c2e
935,Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,24,1997,27.5,73,2.65,65,2,1,1,3,1,8,0.29,8,0,0,0,0,0,Matches,1bacc518
936,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,24,1997,15.5,44,2.85,31,7,1,1,3,1,3,0.19,3,0,0,0,0,0,Matches,0728bebe
937,Houboulang Mendes,fr FRA,DF,Lorient,fr Ligue 1,23,1998,35.8,35,0.98,28,1,1,1,3,1,2,0.06,1,0,0,0,1,0,Matches,1545cf15
938,Lucas Torró,es ESP,MF,Osasuna,es La Liga,27,1994,30.3,30,0.99,24,0,1,1,3,1,0,0,0,0,0,0,0,0,Matches,0e4fef6e
